         Curves of the Total Solar Eclipse of 2043 April 09         
+------------------------------------------------------------------+
|                    Rising and Setting Curves                     |
+------------------------------------------------------------------+
|      Time in UT1      |      Latitude      |      Longitude      |
|      17:28:30.00      |     00°13.66'N     |     171°45.89'W     |
|      17:28:00.00      |     00°12.61'N     |     171°38.24'W     |
|      17:27:30.00      |     00°11.72'N     |     171°30.62'W     |
|      17:27:00.00      |     00°10.99'N     |     171°23.02'W     |
|      17:26:30.00      |     00°10.41'N     |     171°15.44'W     |
|      17:26:00.00      |     00°10.00'N     |     171°07.88'W     |
|      17:25:30.00      |     00°09.75'N     |     171°00.34'W     |
|      17:25:00.00      |     00°09.67'N     |     170°52.83'W     |
|      17:24:30.00      |     00°09.76'N     |     170°45.34'W     |
|      17:24:00.00      |     00°10.02'N     |     170°37.87'W     |
|      17:23:30.00      |     00°10.46'N     |     170°30.43'W     |
|      17:23:00.00      |     00°11.07'N     |     170°23.01'W     |
|      17:22:30.00      |     00°11.86'N     |     170°15.62'W     |
|      17:22:00.00      |     00°12.83'N     |     170°08.25'W     |
|      17:21:30.00      |     00°14.00'N     |     170°00.90'W     |
|      17:21:00.00      |     00°15.35'N     |     169°53.58'W     |
|      17:20:30.00      |     00°16.89'N     |     169°46.29'W     |
|      17:20:00.00      |     00°18.63'N     |     169°39.02'W     |
|      17:19:30.00      |     00°20.57'N     |     169°31.78'W     |
|      17:19:00.00      |     00°22.72'N     |     169°24.57'W     |
|      17:18:30.00      |     00°25.08'N     |     169°17.39'W     |
|      17:18:00.00      |     00°27.64'N     |     169°10.24'W     |
|      17:17:30.00      |     00°30.43'N     |     169°03.11'W     |
|      17:17:00.00      |     00°33.45'N     |     168°56.02'W     |
|      17:16:30.00      |     00°36.69'N     |     168°48.96'W     |
|      17:16:00.00      |     00°40.16'N     |     168°41.93'W     |
|      17:15:30.00      |     00°43.88'N     |     168°34.93'W     |
|      17:15:00.00      |     00°47.85'N     |     168°27.97'W     |
|      17:14:30.00      |     00°52.07'N     |     168°21.04'W     |
|      17:14:00.00      |     00°56.56'N     |     168°14.14'W     |
|      17:13:30.00      |     01°01.32'N     |     168°07.29'W     |
|      17:13:00.00      |     01°06.36'N     |     168°00.47'W     |
|      17:12:30.00      |     01°11.69'N     |     167°53.69'W     |
|      17:12:00.00      |     01°17.32'N     |     167°46.95'W     |
|      17:11:30.00      |     01°23.26'N     |     167°40.25'W     |
|      17:11:00.00      |     01°29.52'N     |     167°33.60'W     |
|      17:10:30.00      |     01°36.12'N     |     167°27.00'W     |
|      17:10:00.00      |     01°43.07'N     |     167°20.44'W     |
|      17:09:30.00      |     01°50.39'N     |     167°13.93'W     |
|      17:09:00.00      |     01°58.09'N     |     167°07.47'W     |
|      17:08:30.00      |     02°06.20'N     |     167°01.07'W     |
|      17:08:00.00      |     02°14.73'N     |     166°54.73'W     |
|      17:07:30.00      |     02°23.70'N     |     166°48.44'W     |
|      17:07:00.00      |     02°33.15'N     |     166°42.22'W     |
|      17:06:30.00      |     02°43.09'N     |     166°36.07'W     |
|      17:06:00.00      |     02°53.57'N     |     166°29.99'W     |
|      17:05:30.00      |     03°04.62'N     |     166°23.99'W     |
|      17:05:00.00      |     03°16.28'N     |     166°18.08'W     |
|      17:04:30.00      |     03°28.60'N     |     166°12.25'W     |
|      17:04:00.00      |     03°41.63'N     |     166°06.52'W     |
|      17:03:30.00      |     03°55.43'N     |     166°00.90'W     |
|      17:03:00.00      |     04°10.09'N     |     165°55.39'W     |
|      17:02:30.00      |     04°25.69'N     |     165°50.02'W     |
|      17:02:00.00      |     04°42.33'N     |     165°44.79'W     |
|      17:01:30.00      |     05°00.15'N     |     165°39.72'W     |
|      17:01:00.00      |     05°19.31'N     |     165°34.83'W     |
|      17:00:30.00      |     05°40.01'N     |     165°30.16'W     |
|      17:00:00.00      |     06°02.53'N     |     165°25.75'W     |
|      16:59:30.00      |     06°27.23'N     |     165°21.63'W     |
|      16:59:00.00      |     06°54.60'N     |     165°17.89'W     |
|      16:58:30.00      |     07°25.41'N     |     165°14.63'W     |
|      16:58:00.00      |     08°00.82'N     |     165°12.02'W     |
|      16:57:30.00      |     08°42.98'N     |     165°10.36'W     |
|      16:57:00.00      |     09°36.43'N     |     165°10.29'W     |
|      16:56:30.00      |     10°56.32'N     |     165°13.97'W     |
|      16:56:13.63      |     13°01.79'N     |     165°27.66'W     |
|      16:56:30.00      |     15°11.44'N     |     165°50.46'W     |
|      16:57:00.00      |     16°45.41'N     |     166°11.75'W     |
|      16:57:30.00      |     17°53.01'N     |     166°29.32'W     |
|      16:58:00.00      |     18°49.37'N     |     166°45.32'W     |
|      16:58:30.00      |     19°39.07'N     |     167°00.39'W     |
|      16:59:00.00      |     20°24.22'N     |     167°14.84'W     |
|      16:59:30.00      |     21°06.01'N     |     167°28.83'W     |
|      17:00:00.00      |     21°45.19'N     |     167°42.47'W     |
|      17:00:30.00      |     22°22.26'N     |     167°55.84'W     |
|      17:01:00.00      |     22°57.58'N     |     168°08.98'W     |
|      17:01:30.00      |     23°31.43'N     |     168°21.93'W     |
|      17:02:00.00      |     24°04.01'N     |     168°34.72'W     |
|      17:02:30.00      |     24°35.48'N     |     168°47.37'W     |
|      17:03:00.00      |     25°05.98'N     |     168°59.91'W     |
|      17:03:30.00      |     25°35.61'N     |     169°12.34'W     |
|      17:04:00.00      |     26°04.45'N     |     169°24.69'W     |
|      17:04:30.00      |     26°32.60'N     |     169°36.95'W     |
|      17:05:00.00      |     27°00.10'N     |     169°49.15'W     |
|      17:05:30.00      |     27°27.01'N     |     170°01.28'W     |
|      17:06:00.00      |     27°53.39'N     |     170°13.36'W     |
|      17:06:30.00      |     28°19.27'N     |     170°25.38'W     |
|      17:07:00.00      |     28°44.69'N     |     170°37.37'W     |
|      17:07:30.00      |     29°09.68'N     |     170°49.31'W     |
|      17:08:00.00      |     29°34.28'N     |     171°01.23'W     |
|      17:08:30.00      |     29°58.50'N     |     171°13.10'W     |
|      17:09:00.00      |     30°22.38'N     |     171°24.96'W     |
|      17:09:30.00      |     30°45.93'N     |     171°36.78'W     |
|      17:10:00.00      |     31°09.16'N     |     171°48.59'W     |
|      17:10:30.00      |     31°32.11'N     |     172°00.38'W     |
|      17:11:00.00      |     31°54.79'N     |     172°12.15'W     |
|      17:11:30.00      |     32°17.20'N     |     172°23.91'W     |
|      17:12:00.00      |     32°39.36'N     |     172°35.65'W     |
|      17:12:30.00      |     33°01.30'N     |     172°47.39'W     |
|      17:13:00.00      |     33°23.00'N     |     172°59.12'W     |
|      17:13:30.00      |     33°44.50'N     |     173°10.84'W     |
|      17:14:00.00      |     34°05.79'N     |     173°22.56'W     |
|      17:14:30.00      |     34°26.90'N     |     173°34.28'W     |
|      17:15:00.00      |     34°47.81'N     |     173°45.99'W     |
|      17:15:30.00      |     35°08.55'N     |     173°57.71'W     |
|      17:16:00.00      |     35°29.12'N     |     174°09.43'W     |
|      17:16:30.00      |     35°49.53'N     |     174°21.15'W     |
|      17:17:00.00      |     36°09.79'N     |     174°32.87'W     |
|      17:17:30.00      |     36°29.89'N     |     174°44.60'W     |
|      17:18:00.00      |     36°49.85'N     |     174°56.34'W     |
|      17:18:30.00      |     37°09.68'N     |     175°08.09'W     |
|      17:19:00.00      |     37°29.37'N     |     175°19.84'W     |
|      17:19:30.00      |     37°48.94'N     |     175°31.61'W     |
|      17:20:00.00      |     38°08.38'N     |     175°43.38'W     |
|      17:20:30.00      |     38°27.70'N     |     175°55.17'W     |
|      17:21:00.00      |     38°46.92'N     |     176°06.98'W     |
|      17:21:30.00      |     39°06.02'N     |     176°18.79'W     |
|      17:22:00.00      |     39°25.01'N     |     176°30.63'W     |
|      17:22:30.00      |     39°43.91'N     |     176°42.48'W     |
|      17:23:00.00      |     40°02.70'N     |     176°54.35'W     |
|      17:23:30.00      |     40°21.40'N     |     177°06.23'W     |
|      17:24:00.00      |     40°40.01'N     |     177°18.14'W     |
|      17:24:30.00      |     40°58.53'N     |     177°30.06'W     |
|      17:25:00.00      |     41°16.96'N     |     177°42.01'W     |
|      17:25:30.00      |     41°35.31'N     |     177°53.98'W     |
|      17:26:00.00      |     41°53.58'N     |     178°05.98'W     |
|      17:26:30.00      |     42°11.77'N     |     178°18.00'W     |
|      17:27:00.00      |     42°29.89'N     |     178°30.04'W     |
|      17:27:30.00      |     42°47.93'N     |     178°42.11'W     |
|      17:28:00.00      |     43°05.90'N     |     178°54.21'W     |
|      17:28:30.00      |     43°23.80'N     |     179°06.33'W     |
|      17:29:00.00      |     43°41.64'N     |     179°18.49'W     |
|      17:29:30.00      |     43°59.41'N     |     179°30.67'W     |
|      17:30:00.00      |     44°17.12'N     |     179°42.89'W     |
|      17:30:30.00      |     44°34.77'N     |     179°55.14'W     |
|      17:31:00.00      |     44°52.36'N     |     179°52.58'E     |
|      17:31:30.00      |     45°09.89'N     |     179°40.26'E     |
|      17:32:00.00      |     45°27.37'N     |     179°27.91'E     |
|      17:32:30.00      |     45°44.80'N     |     179°15.52'E     |
|      17:33:00.00      |     46°02.17'N     |     179°03.10'E     |
|      17:33:30.00      |     46°19.49'N     |     178°50.64'E     |
|      17:34:00.00      |     46°36.76'N     |     178°38.13'E     |
|      17:34:30.00      |     46°53.99'N     |     178°25.59'E     |
|      17:35:00.00      |     47°11.17'N     |     178°13.00'E     |
|      17:35:30.00      |     47°28.30'N     |     178°00.38'E     |
|      17:36:00.00      |     47°45.39'N     |     177°47.70'E     |
|      17:36:30.00      |     48°02.44'N     |     177°34.99'E     |
|      17:37:00.00      |     48°19.45'N     |     177°22.22'E     |
|      17:37:30.00      |     48°36.42'N     |     177°09.41'E     |
|      17:38:00.00      |     48°53.35'N     |     176°56.55'E     |
|      17:38:30.00      |     49°10.24'N     |     176°43.64'E     |
|      17:39:00.00      |     49°27.10'N     |     176°30.68'E     |
|      17:39:30.00      |     49°43.92'N     |     176°17.66'E     |
|      17:40:00.00      |     50°00.70'N     |     176°04.59'E     |
|      17:40:30.00      |     50°17.45'N     |     175°51.47'E     |
|      17:41:00.00      |     50°34.17'N     |     175°38.28'E     |
|      17:41:30.00      |     50°50.86'N     |     175°25.04'E     |
|      17:42:00.00      |     51°07.52'N     |     175°11.75'E     |
|      17:42:30.00      |     51°24.15'N     |     174°58.38'E     |
|      17:43:00.00      |     51°40.75'N     |     174°44.96'E     |
|      17:43:30.00      |     51°57.32'N     |     174°31.47'E     |
|      17:44:00.00      |     52°13.86'N     |     174°17.92'E     |
|      17:44:30.00      |     52°30.38'N     |     174°04.29'E     |
|      17:45:00.00      |     52°46.87'N     |     173°50.60'E     |
|      17:45:30.00      |     53°03.34'N     |     173°36.84'E     |
|      17:46:00.00      |     53°19.78'N     |     173°23.00'E     |
|      17:46:30.00      |     53°36.20'N     |     173°09.09'E     |
|      17:47:00.00      |     53°52.59'N     |     172°55.10'E     |
|      17:47:30.00      |     54°08.96'N     |     172°41.04'E     |
|      17:48:00.00      |     54°25.32'N     |     172°26.89'E     |
|      17:48:30.00      |     54°41.64'N     |     172°12.66'E     |
|      17:49:00.00      |     54°57.95'N     |     171°58.34'E     |
|      17:49:30.00      |     55°14.24'N     |     171°43.94'E     |
|      17:50:00.00      |     55°30.51'N     |     171°29.45'E     |
|      17:50:30.00      |     55°46.76'N     |     171°14.87'E     |
|      17:51:00.00      |     56°03.00'N     |     171°00.19'E     |
|      17:51:30.00      |     56°19.21'N     |     170°45.42'E     |
|      17:52:00.00      |     56°35.41'N     |     170°30.54'E     |
|      17:52:30.00      |     56°51.58'N     |     170°15.57'E     |
|      17:53:00.00      |     57°07.75'N     |     170°00.49'E     |
|      17:53:30.00      |     57°23.89'N     |     169°45.31'E     |
|      17:54:00.00      |     57°40.02'N     |     169°30.01'E     |
|      17:54:30.00      |     57°56.14'N     |     169°14.60'E     |
|      17:55:00.00      |     58°12.23'N     |     168°59.08'E     |
|      17:55:30.00      |     58°28.32'N     |     168°43.44'E     |
|      17:56:00.00      |     58°44.39'N     |     168°27.67'E     |
|      17:56:30.00      |     59°00.44'N     |     168°11.78'E     |
|      17:57:00.00      |     59°16.48'N     |     167°55.77'E     |
|      17:57:30.00      |     59°32.51'N     |     167°39.62'E     |
|      17:58:00.00      |     59°48.52'N     |     167°23.33'E     |
|      17:58:30.00      |     60°04.52'N     |     167°06.90'E     |
|      17:59:00.00      |     60°20.50'N     |     166°50.33'E     |
|      17:59:30.00      |     60°36.47'N     |     166°33.62'E     |
|      18:00:00.00      |     60°52.43'N     |     166°16.75'E     |
|      18:00:30.00      |     61°08.37'N     |     165°59.72'E     |
|      18:01:00.00      |     61°24.31'N     |     165°42.54'E     |
|      18:01:30.00      |     61°40.23'N     |     165°25.19'E     |
|      18:02:00.00      |     61°56.13'N     |     165°07.66'E     |
|      18:02:30.00      |     62°12.03'N     |     164°49.97'E     |
|      18:03:00.00      |     62°27.91'N     |     164°32.09'E     |
|      18:03:30.00      |     62°43.77'N     |     164°14.03'E     |
|      18:04:00.00      |     62°59.63'N     |     163°55.78'E     |
|      18:04:30.00      |     63°15.47'N     |     163°37.33'E     |
|      18:05:00.00      |     63°31.30'N     |     163°18.67'E     |
|      18:05:30.00      |     63°47.11'N     |     162°59.81'E     |
|      18:06:00.00      |     64°02.91'N     |     162°40.73'E     |
|      18:06:30.00      |     64°18.70'N     |     162°21.44'E     |
|      18:07:00.00      |     64°34.47'N     |     162°01.91'E     |
|      18:07:30.00      |     64°50.23'N     |     161°42.14'E     |
|      18:08:00.00      |     65°05.98'N     |     161°22.13'E     |
|      18:08:30.00      |     65°21.71'N     |     161°01.87'E     |
|      18:09:00.00      |     65°37.42'N     |     160°41.35'E     |
|      18:09:30.00      |     65°53.12'N     |     160°20.57'E     |
|      18:10:00.00      |     66°08.80'N     |     159°59.50'E     |
|      18:10:30.00      |     66°24.47'N     |     159°38.15'E     |
|      18:11:00.00      |     66°40.12'N     |     159°16.51'E     |
|      18:11:30.00      |     66°55.75'N     |     158°54.55'E     |
